Crude Oil Price,Price Year-Month,Accident Year,Accident Year-Month,Accident Date,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
94.41,2013-04,2013,2013-04,2013-04-06,"CCPS TRANSPORTATION, LLC",GUNN STATION DRAIN PIPING,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,HARRISONVILLE,CASS,MO,38.58556,-94.22335,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.24,0.0,0.17,0.07,NO,NO,NO,Not Available,Not Available,0.0,1000.0,100.0,0.0,124000.0,75000.0,0.0,200100.0
94.41,2013-04,2013,2013-04,2013-04-06,MCCAIN PIPELINE COMPANY,MCCAIN PIPELINE COMPANY,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,LOCKHART,LAUDERDALE,MS,32.5007778,-88.56550277,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,1.0,0.0,1.0,0.0,NO,NO,YES,4/6/2013 17:00,5/19/2013 17:00,0.0,20000.0,142.0,0.0,80000.0,50000.0,0.0,150142.0
94.41,2013-04,2013,2013-04,2013-04-07,EXPLORER PIPELINE CO,BLOCK VALVE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,DECATUR,MACON,IL,39.816596999999994,-89.086496,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,30.0,0.0,30.0,0.0,NO,NO,YES,4/7/2013 20:24,4/14/2013 21:12,0.0,20000.0,3000.0,0.0,70000.0,1650000.0,0.0,1743000.0
94.41,2013-04,2013,2013-04,2013-04-07,"BUCKEYE PARTNERS, LP",AA,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,Not Available,Not Available,CT,41.2885,-72.8999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.95,0.0,0.95,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0
94.41,2013-04,2013,2013-04,2013-04-09,COLONIAL PIPELINE CO,COLONIAL/PELHAM JUNCTION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,PELHAM,SHELBY,AL,33.28411,-86.80266,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.1,0.0,0.1,0.0,NO,NO,NO,Not Available,Not Available,0.0,60000.0,10.0,0.0,2000.0,10000.0,0.0,72010.0
94.41,2013-04,2013,2013-04,2013-04-12,"MAGELLAN AMMONIA PIPELINE, L.P.",CONWAY STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,Not Available,CONWAY,MCPHERSON,KS,38.38154,-97.83126999999999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,5.0,1.5,0.0,5.0,NO,NO,YES,4/12/2013 7:27,4/12/2013 9:11,0.0,3500.0,404.0,0.0,0.0,0.0,0.0,3904.0
94.41,2013-04,2013,2013-04,2013-04-12,"NUSTAR LOGISTICS, L.P.",68P GARDENDALE PIPELINE SYSTEM ,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,COTULLA,LA SALLE,TX,28.54022,-99.18709,CORROSION,INTERNAL,16.1,0.0,16.1,0.0,NO,NO,YES,4/12/2013 11:30,4/13/2013 7:54,0.0,141492.0,2125.0,0.0,99647.0,0.0,0.0,243264.0
94.41,2013-04,2013,2013-04,2013-04-14,"OILTANKING, HOUSTON LP",OILTANKING HOUSTON TANK FARM,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,HOUSTON,HARRIS,TX,29.74772,-95.13058000000001,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,50.0,0.0,50.0,0.0,NO,NO,YES,4/14/2013 14:10,4/14/2013 15:35,0.0,23000.0,4250.0,0.0,10000.0,25000.0,0.0,62250.0
94.41,2013-04,2013,2013-04,2013-04-15,CITGO PETROLEUM CORPORATION (REFINERY),C3 MIX HVL PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE / PROPYLENE MIXTURE,SULPHUR,CALCASIEU,LA,30.18348,-93.3292,CORROSION,EXTERNAL,2.9,0.0,0.0,2.9,NO,NO,YES,4/15/2013 14:45,4/18/2013 20:30,0.0,33000.0,286.0,0.0,0.0,0.0,0.0,33286.0
94.41,2013-04,2013,2013-04,2013-04-17,"BUCKEYE PARTNERS, LP",LIMA SOUTH,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,LIMA,ALLEN,OH,40.711465999999994,-84.13177900000001,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.12,0.0,0.12,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,0.0,0.0,5000.0,5000.0,0.0,10000.0
94.41,2013-04,2013,2013-04,2013-04-19,ROSE ROCK MIDSTREAM L.P.,WEST PONCA TRUCK STATION,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,Not Available,KAY,OK,36.54755,-97.20423000000001,CORROSION,INTERNAL,3.0,0.0,1.0,2.0,NO,NO,YES,4/19/2013 11:00,4/19/2013 19:00,0.0,5000.0,200.0,4000.0,1500.0,1700.0,0.0,12400.0
94.41,2013-04,2013,2013-04,2013-04-19,"MAGELLAN TERMINALS HOLDINGS, LP",CUSHING CENTRAL CRUDE (PHILLIPS 66 LOCATION),ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,CUSHING,PAYNE,OK,35.94336,-96.75159000000001,CORROSION,EXTERNAL,5.0,0.0,5.0,0.0,NO,NO,YES,4/19/2013 15:30,Not Available,0.0,5000.0,440.0,0.0,25000.0,0.0,5000.0,35440.0
94.41,2013-04,2013,2013-04,2013-04-20,"KINDER MORGAN LIQUID TERMINALS, LLC",Not Available,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,CARTERET,MIDDLESEX,NJ,40.59063,-74.21935,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.59,0.0,0.59,0.0,NO,NO,Not Available,Not Available,Not Available,0.0,200.0,75.0,0.0,0.0,15000.0,0.0,15275.0
94.41,2013-04,2013,2013-04,2013-04-22,MARATHON PIPE LINE LLC,"WABASH 12"" PRODUCTS LINE",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,HILLSBORO,MONTGOMERY,IL,39.22226,-89.493926,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.7,0.0,0.7,0.0,NO,NO,YES,4/22/2013 0:34,4/23/2013 10:30,0.0,6000.0,60.0,0.0,4400.0,700.0,0.0,11160.0
94.41,2013-04,2013,2013-04,2013-04-22,ENTERPRISE CRUDE PIPELINE LLC,PECOS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,PECOS,REEVES,TX,31.528109999999998,-103.56208000000001,INCORRECT OPERATION,INCORRECT INSTALLATION,3.0,0.0,2.0,1.0,NO,NO,NO,Not Available,Not Available,0.0,10000.0,300.0,0.0,0.0,0.0,0.0,10300.0
94.41,2013-04,2013,2013-04,2013-04-23,EXPLORER PIPELINE CO,GLENPOOL TANK FARM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,GLENPOOL,TULSA,OK,38.82204498,-90.07891101,INCORRECT OPERATION,INCORRECT INSTALLATION,0.28,0.0,0.28,0.0,NO,NO,NO,Not Available,Not Available,0.0,620000.0,140.0,0.0,18000.0,0.0,0.0,638140.0
94.41,2013-04,2013,2013-04,2013-04-23,SUNOCO PIPELINE L.P.,CORSICANA TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,CORSICANA,NAVARRO,TX,32.0711,-96.47409,INCORRECT OPERATION,OTHER INCORRECT OPERATION,4.0,0.0,0.0,4.0,NO,NO,NO,Not Available,Not Available,0.0,50.0,343.0,0.0,500.0,23122.0,0.0,24015.0
94.41,2013-04,2013,2013-04,2013-04-23,"BUCKEYE PARTNERS, LP",MACUNGIE,ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,EMMAUS,Not Available,PA,40.519728,-75.535209,INCORRECT OPERATION,INCORRECT INSTALLATION,0.24,0.0,0.24,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,0.0,0.0,12500.0,0.0,0.0,12500.0
94.41,2013-04,2013,2013-04,2013-04-23,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 2,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,VIKING,MARSHALL,MN,48.21111,-96.43556,NATURAL FORCE DAMAGE,TEMPERATURE,33.33,0.0,33.33,0.0,NO,NO,YES,4/23/2013 15:03,4/23/2013 20:15,0.0,128015.0,0.0,0.0,5053.0,107610.0,0.0,240678.0
94.41,2013-04,2013,2013-04,2013-04-24,MARATHON PIPE LINE LLC,"MARTINSVILLE - LIMA 22""",ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,ELWOOD,TIPTON,IN,40.291729,-85.862736,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.2,0.0,0.2,0.0,NO,NO,YES,4/24/2013 20:00,4/26/2013 2:00,0.0,195329.0,40.0,0.0,17180.0,0.0,0.0,212549.0
94.41,2013-04,2013,2013-04,2013-04-25,"PLAINS PIPELINE, L.P.",MIDLAND BASIN,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,MIDLAND,MIDLAND,TX,32.008359999999996,-102.0054,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,0.0,2.0,0.0,NO,NO,YES,4/25/2013 7:05,4/25/2013 13:30,0.0,2100.0,90.0,0.0,1000.0,0.0,0.0,3190.0
94.41,2013-04,2013,2013-04,2013-04-29,MID - VALLEY PIPELINE CO,KARNACK PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,KARNACK,HARRISON,TX,32.61009,-94.22140999999999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.36,0.0,0.36,0.0,NO,NO,YES,4/29/2013 8:37,4/29/2013 12:30,0.0,9900.0,0.0,0.0,1084.0,0.0,0.0,10984.0
94.41,2013-04,2013,2013-04,2013-04-30,MOBIL  PIPE  LINE COMPANY,PEGASUS PIPELINE SYSTEM,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,DONIPHAN,RIPLEY,MO,36.57243,-90.87867,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,1.3,0.0,1.3,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,100.0,5000.0,75000.0,143000.0,50000.0,273100.0
94.75,2013-05,2013,2013-05,2013-05-01,KINDER MORGAN COCHIN LLC,COCHIN PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,MONTICELLO,JONES,IA,42.183809000000004,-91.189346,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,253.0,21506.0,0.0,253.0,NO,NO,NO,Not Available,Not Available,17.0,139000.0,773369.0,0.0,8000.0,0.0,9000.0,929369.0
94.75,2013-05,2013,2013-05,2013-05-02,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,Not Available,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,KNOX,BENSON,ND,48.323421999999994,-99.61415799999999,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1.5,0.0,1.5,0.0,NO,NO,YES,5/2/2013 8:27,5/4/2013 18:00,0.0,186221.0,150.0,0.0,108795.0,64540.0,0.0,359706.0
94.75,2013-05,2013,2013-05,2013-05-03,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,CARTERET,MIDDLESEX,NJ,40.59063,-74.21935,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.83,0.0,0.83,0.0,NO,NO,Not Available,Not Available,Not Available,0.0,300.0,105.0,0.0,5000.0,0.0,0.0,5405.0
94.75,2013-05,2013,2013-05,2013-05-03,EXXONMOBIL PIPELINE CO,PASADENA STATION AND TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,PASADENA,HARRIS,TX,29.708616999999997,-95.1625,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.57,0.0,0.57,0.0,NO,NO,NO,Not Available,Not Available,0.0,3000.0,75.0,0.0,0.0,3000.0,0.0,6075.0
94.75,2013-05,2013,2013-05,2013-05-03,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 1,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,PLUMMER,RED LAKE,MN,47.905559999999994,-96.02083,NATURAL FORCE DAMAGE,TEMPERATURE,0.6,0.0,0.6,0.0,NO,NO,YES,5/3/2013 14:04,5/3/2013 20:09,0.0,75000.0,0.0,0.0,0.0,75000.0,0.0,150000.0
94.75,2013-05,2013,2013-05,2013-05-03,COLONIAL PIPELINE CO,COLONIAL/ BELTON JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,BELTON,ANDERSON,SC,34.553059999999995,-82.47944,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.2,0.0,0.2,0.0,NO,NO,NO,Not Available,Not Available,0.0,500.0,20.0,0.0,0.0,0.0,0.0,520.0
94.75,2013-05,2013,2013-05,2013-05-06,COLONIAL PIPELINE CO,COLONIAL/EXXON REMOTE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,NASHVILLE,DAVIDSON,TN,36.18085,-86.82914,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.5,0.0,4.1,0.4,NO,NO,YES,5/6/2013 6:10,5/6/2013 6:35,0.0,5000.0,500.0,0.0,10000.0,25000.0,0.0,40500.0
94.75,2013-05,2013,2013-05,2013-05-06,"SHELL PIPELINE CO., L.P.",COALINGA PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,COALINGA,FRESNO,CA,36.18977222,-120.35642779999999,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0.69,0.0,0.69,0.0,NO,NO,YES,5/6/2013 7:32,5/6/2013 9:37,0.0,500.0,0.0,0.0,500.0,0.0,0.0,1000.0
94.75,2013-05,2013,2013-05,2013-05-06,ENTERPRISE CRUDE PIPELINE LLC,CARSON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,HOLIDAY,ARCHER,TX,33.826786,-98.63855600000001,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.48,0.0,0.0,0.48,NO,NO,NO,Not Available,Not Available,0.0,250.0,75.0,0.0,0.0,500.0,0.0,825.0
94.75,2013-05,2013,2013-05,2013-05-06,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,J-1 STATION TO GILLESPIE STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,Not Available,ORCHARD FARM,ST. CHARLES,MO,38.869483,-90.477517,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.92,0.0,0.0,0.92,NO,NO,YES,5/6/2013 19:00,5/9/2013 10:50,1.0,65000.0,40.0,800.0,0.0,10000.0,0.0,75840.0
94.75,2013-05,2013,2013-05,2013-05-07,ENTERPRISE CRUDE PIPELINE LLC,HEALDTON STATION,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,HEALDTON,CARTER,OK,34.23884,-97.492924,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.0,0.0,2.0,0.0,NO,NO,YES,5/7/2013 8:30,5/7/2013 15:00,0.0,10000.0,200.0,0.0,0.0,2550.0,0.0,12750.0
94.75,2013-05,2013,2013-05,2013-05-07,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,Not Available,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,GRAND FORKS,GRAND FORKS,ND,47.882222,-97.21214672,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1.0,0.0,1.0,0.0,NO,NO,YES,5/7/2013 9:58,5/7/2013 23:00,0.0,186221.0,100.0,0.0,28379.0,16712.0,0.0,231412.0
94.75,2013-05,2013,2013-05,2013-05-07,SUNOCO PIPELINE L.P.,MONTELLO PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,SPRING TOWNSHIP,BERKS,PA,40.31491,-76.03375,CORROSION,EXTERNAL,0.5,0.0,0.5,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,0.0,0.0,7661.0,0.0,0.0,7661.0
94.75,2013-05,2013,2013-05,2013-05-08,ENTERPRISE PRODUCTS OPERATING LLC,TERREBONNE-TEBONE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,LABADIEVILLE,ASUMPTION,LA,29.82961,-91.001564,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.0,0.0,0.0,1.0,NO,NO,YES,5/8/2013 10:37,5/13/2013 6:57,0.0,263000.0,100.0,22900.0,0.0,0.0,0.0,286000.0
94.75,2013-05,2013,2013-05,2013-05-08,WEST TEXAS GULF PIPELINE CO,WORTHAM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,WORTHAM,FREESTONE,TX,31.7768,-96.3957,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1.0,0.0,0.0,1.0,NO,NO,YES,5/8/2013 10:31,5/8/2013 11:00,0.0,0.0,93.0,0.0,3344.0,0.0,0.0,3437.0
94.75,2013-05,2013,2013-05,2013-05-09,MARATHON PIPE LINE LLC,"SPEEDWAY RIO 8""",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,INDIANAPOLIS,MARION,IN,39.853611,-86.226389,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,539.0,0.0,539.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,384650.0,27000.0,0.0,3636400.0,1880000.0,0.0,5928050.0
94.75,2013-05,2013,2013-05,2013-05-10,ENTERPRISE CRUDE PIPELINE LLC,JONES CREEK TANK FARM,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,FREEPORT,BRAZORIA,TX,28.950809999999997,-95.43176,INCORRECT OPERATION,OTHER INCORRECT OPERATION,3.0,0.0,3.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,26000.0,200.0,0.0,60000.0,5000.0,0.0,91200.0
94.75,2013-05,2013,2013-05,2013-05-11,"BUCKEYE PARTNERS, LP",WAKEMAN TO BRECKSVILLE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,LORAIN,LORAIN,OH,41.274678,-82.167048,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.0,0.0,0.5,0.5,NO,NO,Not Available,Not Available,Not Available,0.0,26170.0,0.0,0.0,58270.0,2000.0,0.0,86440.0
94.75,2013-05,2013,2013-05,2013-05-12,LOOP LLC,LOOP LLC ,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,CUT OFF,LAFOURCHE,LA,29.447779999999998,-90.26971999999999,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,7.6,0.0,7.6,0.0,NO,NO,YES,5/12/2013 16:48,5/12/2013 20:54,0.0,109000.0,684.0,0.0,212000.0,0.0,0.0,321684.0
94.75,2013-05,2013,2013-05,2013-05-14,SUNOCO PIPELINE L.P.,KELLER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,KELLER,TARRANT,TX,32.9392,-97.2963,CORROSION,INTERNAL,2.0,0.0,1.5,0.5,NO,NO,NO,Not Available,Not Available,0.0,75.0,46.0,0.0,10000.0,3400.0,0.0,13521.0
94.75,2013-05,2013,2013-05,2013-05-14,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,EL DORA STATION TO SPENCER STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,Not Available,SPENCER,CLAY,IA,43.080915000000005,-95.179006,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0.38,0.0,0.0,0.38,NO,NO,NO,Not Available,Not Available,0.0,1500.0,50.0,0.0,0.0,600.0,0.0,2150.0
94.75,2013-05,2013,2013-05,2013-05-15,ENTERPRISE PRODUCTS OPERATING LLC,SOUTH LEG LOOP (BLUE LINE),ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,LEVELLAND,HOCKLEY,TX,33.5890316,-102.4290155,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.0,0.0,0.0,1.0,NO,NO,YES,5/15/2013 11:49,5/17/2013 0:35,0.0,15000.0,0.0,0.0,51000.0,0.0,0.0,66000.0
94.75,2013-05,2013,2013-05,2013-05-15,COLONIAL PIPELINE CO,"COLONIAL/LINE 01 MLBV AT HWY 124 NEAR FANNETT, TX",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,BEAUMONT (FANNETT),JEFFERSON,TX,29.90949,-94.26191,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,4.1,0.0,4.1,0.0,NO,NO,YES,5/15/2013 15:27,5/16/2013 20:53,0.0,4500.0,500.0,0.0,250000.0,195000.0,0.0,450000.0
94.75,2013-05,2013,2013-05,2013-05-16,MID - VALLEY PIPELINE CO,MVPL-BP TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,OREGON,LUCAS,OH,41.67288,-83.45348,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.23,0.0,0.23,0.0,NO,NO,NO,Not Available,Not Available,0.0,400.0,458.0,0.0,2500.0,300.0,0.0,3658.0
94.75,2013-05,2013,2013-05,2013-05-16,"HARVEST-MARKS PIPELINE, LLC",GRAND BAY PIPELINE SYSTEM,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,VENICE,PLAQUEMINES,LA,29.315890000000003,-89.28764,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,125.0,0.0,55.0,70.0,NO,NO,YES,5/16/2013 9:31,5/30/2013 18:00,0.0,100000.0,12500.0,0.0,100000.0,332000.0,50000.0,594500.0
94.75,2013-05,2013,2013-05,2013-05-16,MARATHON PIPE LINE LLC,"GALVESTON BAY REFINERY TO BAYTOWN 8"" BUTANE",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,BUTANE,Not Available,HARRIS COUNTY,TX,29.763824,-95.012757,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.7,0.0,0.0,0.7,NO,NO,Not Available,Not Available,Not Available,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0
94.75,2013-05,2013,2013-05,2013-05-17,PHILLIPS 66 PIPELINE LLC,"WR-01, GLENPOOL TO MT. VERNON",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,BROKEN ARROW,WAGONER,OK,36.135178,-95.63705,INCORRECT OPERATION,INCORRECT INSTALLATION,0.27,0.0,0.27,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,40.0,0.0,0.0,1500.0,0.0,1540.0
94.75,2013-05,2013,2013-05,2013-05-17,"BUCKEYE PARTNERS, LP",WOOD RIVER TO LIMA SOUTH,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,GREENVILLE,BOND,IL,38.95973,-89.44549,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1.36,0.0,0.75,0.61,NO,NO,Not Available,Not Available,Not Available,0.0,66000.0,0.0,0.0,232500.0,44000.0,0.0,342500.0
94.75,2013-05,2013,2013-05,2013-05-18,"MAGELLAN AMMONIA PIPELINE, L.P.",VALLEY TO WHITING LINE SEGMENT,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,Not Available,DECATUR,BURT,NE,41.908770000000004,-96.24902,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.39,0.01,0.0,2.39,NO,NO,YES,5/18/2013 12:54,5/20/2013 15:47,0.0,12049.0,195.0,0.0,10500.0,27376.0,0.0,50120.0
