Date,Wheat Value,Soybean Value
1/8/2007,4.64,6.7725
1/9/2007,4.53,6.645
1/10/2007,4.495,6.6475
1/11/2007,4.565,6.7425
1/12/2007,4.795,7.165
1/16/2007,4.64,7.085
1/17/2007,4.77,7.22
1/18/2007,4.71,7.1625
1/19/2007,4.67,7.1775
1/22/2007,4.65,7.1725
1/23/2007,4.8025,7.2725
1/24/2007,4.66,7.15
1/25/2007,4.6875,7.1325
1/26/2007,4.635,7.105
1/29/2007,4.565,7.095
1/30/2007,4.595,7.21
1/31/2007,4.675,7.195
2/1/2007,4.6025,7.215
2/2/2007,4.6125,7.3675
2/5/2007,4.585,7.4
2/6/2007,4.51,7.3875
2/7/2007,4.52,7.41
2/8/2007,4.57,7.4375
2/9/2007,4.6025,7.4925
2/12/2007,4.5575,7.4525
2/13/2007,4.59,7.55
2/14/2007,4.51,7.505
2/15/2007,4.5325,7.5875
2/16/2007,4.68,7.67
2/20/2007,4.645,7.71
2/21/2007,4.76,7.8125
2/22/2007,4.895,7.8375
2/23/2007,4.871,7.814
2/26/2007,4.882,7.8505
2/27/2007,4.782,7.7265
2/28/2007,4.853,7.8465
3/1/2007,4.79,7.62
3/2/2007,4.7375,7.535
3/5/2007,4.8075,7.505
3/6/2007,4.73,7.4775
3/7/2007,4.78,7.5725
3/8/2007,4.755,7.59
3/9/2007,4.765,7.5975
3/12/2007,4.7075,7.65
3/13/2007,4.665,7.555
3/14/2007,4.6325,7.535
3/15/2007,4.555,7.505
3/16/2007,4.6075,7.535
3/19/2007,4.55,7.595
3/20/2007,4.6275,7.6475
3/21/2007,4.655,7.665
3/22/2007,4.67,7.7175
3/23/2007,4.615,7.695
3/26/2007,4.58,7.585
3/27/2007,4.54,7.57
3/28/2007,4.565,7.7075
3/29/2007,4.61,7.7825
3/30/2007,4.38,7.6125
4/2/2007,4.28,7.79
4/3/2007,4.19,7.6375
4/4/2007,4.3125,7.61
4/5/2007,4.45,7.605
4/9/2007,4.475,7.49
4/10/2007,4.5775,7.425
4/11/2007,4.5625,7.465
4/12/2007,4.58,7.3825
4/13/2007,4.785,7.38
4/16/2007,4.7525,7.36
4/17/2007,4.775,7.24
4/18/2007,4.745,7.155
4/19/2007,4.96,7.1825
4/20/2007,5.02,7.2325
4/23/2007,4.94,7.2125
4/24/2007,4.835,7.0975
4/25/2007,5.091,7.2475
4/26/2007,5.126,7.2495
4/27/2007,5.077,7.323
4/30/2007,4.935,7.401
5/1/2007,5.01,7.5625
5/2/2007,4.935,7.485
5/3/2007,4.945,7.4775
5/4/2007,4.9475,7.475
5/7/2007,4.94,7.425
5/8/2007,4.81,7.395
5/9/2007,4.82,7.475
5/10/2007,4.815,7.4625
5/11/2007,4.93,7.6175
5/14/2007,4.965,7.705
5/15/2007,5.02,7.78
5/16/2007,4.9675,7.9275
5/17/2007,4.855,7.9275
5/18/2007,4.7125,7.925
5/21/2007,4.795,8.005
5/22/2007,4.71,7.9325
5/23/2007,4.765,8.005
5/24/2007,4.91,8.0525
5/25/2007,5.01,8.125
5/29/2007,4.91,7.975
5/30/2007,5.1075,8.0825
5/31/2007,5.17,8.0625
6/1/2007,5.2075,8.175
6/4/2007,5.2025,8.1575
6/5/2007,5.2725,8.2825
6/6/2007,5.1975,8.2225
6/7/2007,5.245,8.32
6/8/2007,5.275,8.215
6/11/2007,5.56,8.3
6/12/2007,5.65,8.265
6/13/2007,5.895,8.2575
6/14/2007,6.065,8.275
6/15/2007,6.065,8.4725
6/18/2007,6.01,8.5525
6/19/2007,5.81,8.29
6/20/2007,6.05,8.39
6/21/2007,6.06,8.185
6/22/2007,5.9225,7.97
6/25/2007,5.895,8.0425
6/26/2007,6.12,8.0865
6/27/2007,6.122,8.068
6/28/2007,6.1785,8.1365
6/29/2007,5.94,8.546
7/2/2007,5.8325,8.71
7/3/2007,5.83,8.5575
7/5/2007,6.04,8.6
7/6/2007,6.1,8.6925
7/9/2007,5.995,8.755
7/10/2007,6.0175,8.935
7/11/2007,6.22,8.96
7/12/2007,6.215,9.145
7/13/2007,6.2075,9.2175
7/16/2007,6.0175,8.7175
7/17/2007,6.0125,8.3375
7/18/2007,6.235,8.5125
7/19/2007,6.2,8.56
7/20/2007,6.1625,8.5025
7/23/2007,6.2025,8.1625
7/24/2007,6.42,8.2025
7/25/2007,6.34,8.15
7/26/2007,6.51,8.2315
7/27/2007,6.5325,8.188
7/30/2007,6.375,8.277
7/31/2007,6.3,8.398
8/1/2007,6.36,8.325
8/2/2007,6.4175,8.3825
8/3/2007,6.5,8.4475
8/6/2007,6.64,8.3425
8/7/2007,6.625,8.47
8/8/2007,6.79,8.62
8/9/2007,6.735,8.62
8/10/2007,6.67,8.56
8/13/2007,6.665,8.66
8/14/2007,6.925,8.51
8/15/2007,6.785,8.39
8/16/2007,6.73,7.9925
8/17/2007,6.72,8.115
8/20/2007,6.75,8.1175
8/21/2007,6.915,8.1575
8/22/2007,7.185,8.3125
8/23/2007,7.225,8.42
8/24/2007,7.2575,8.49
8/27/2007,7.2225,8.565
8/28/2007,7.2405,8.5865
8/29/2007,7.486,8.648
8/30/2007,7.787,8.792
8/31/2007,7.738,8.796
9/4/2007,8.055,9.075
9/5/2007,8.355,9.03
9/6/2007,8.24,8.925
9/7/2007,8.435,9.0525
9/10/2007,8.61,9.18
9/11/2007,8.905,9.205
9/12/2007,8.605,9.385
9/13/2007,8.45,9.4125
9/14/2007,8.46,9.5475
9/17/2007,8.75,9.685
9/18/2007,8.69,9.695
9/19/2007,8.45,9.71
9/20/2007,8.5,9.885
9/21/2007,8.74,9.79
9/24/2007,8.7775,9.7875
9/25/2007,8.8725,9.73
9/26/2007,9.1725,9.9075
9/27/2007,9.33,10.09
9/28/2007,9.39,9.9125
10/1/2007,9.525,9.915
10/2/2007,9.225,9.4375
10/3/2007,9.27,9.51
10/4/2007,9.06,9.5425
10/5/2007,8.9,9.405
10/8/2007,8.6,9.255
10/9/2007,8.455,9.5025
10/10/2007,8.53,9.6825
10/11/2007,8.83,9.815
10/12/2007,8.575,9.7675
10/15/2007,8.335,9.87
10/16/2007,8.285,9.775
10/17/2007,8.205,9.7425
10/18/2007,8.255,9.915
10/19/2007,8.555,9.8325
10/22/2007,8.71,9.765
10/23/2007,8.41,9.8175
10/24/2007,8.11,9.7625
10/25/2007,8.02,9.9475
10/26/2007,8,9.9905
10/29/2007,8.285,10.181
10/30/2007,8.14,10.0235
10/31/2007,8.08,10.226
11/1/2007,8.045,10.065
11/2/2007,7.785,10.1675
11/5/2007,7.85,10.21
11/6/2007,7.97,10.445
11/7/2007,7.8775,10.385
11/8/2007,7.62,10.4125
11/9/2007,7.62,10.56
11/12/2007,7.61,10.4625
11/13/2007,7.48,10.5625
11/14/2007,7.525,10.795
11/15/2007,7.655,10.7875
11/16/2007,7.495,10.7775
11/19/2007,7.5625,10.705
11/20/2007,7.735,10.87
11/21/2007,8.035,10.84
11/23/2007,8.265,11.0025
11/26/2007,8.14,11.0375
11/27/2007,8.3355,10.91
11/28/2007,8.681,10.9675
11/29/2007,8.8055,10.98
11/30/2007,8.818,10.8
12/3/2007,8.7675,10.7875
12/4/2007,8.94,10.915
12/5/2007,8.85,10.995
12/6/2007,8.915,10.9875
12/7/2007,9.215,11.1975
12/10/2007,9.295,11.2575
12/11/2007,9.105,11.355
12/12/2007,9.405,11.515
12/13/2007,9.535,11.46
12/14/2007,9.795,11.57
12/17/2007,9.66,11.5675
12/18/2007,9.52,11.4975
12/19/2007,9.735,11.59
12/20/2007,9.54,11.6075
12/21/2007,9.49,11.775
12/24/2007,9.3525,11.81
12/26/2007,9.4125,12.245
12/27/2007,9.15,12.201
12/28/2007,8.85,12.169
12/31/2007,8.85,12.112
1/2/2008,9.15,12.4875
1/3/2008,9.45,12.675
1/4/2008,9.315,12.625
1/7/2008,9.03,12.4975
1/8/2008,9.075,12.67
1/9/2008,8.895,12.625
1/10/2008,8.825,12.6025
1/11/2008,9.0925,12.9875
1/14/2008,9.17,12.965
1/15/2008,9.32,13.015
1/16/2008,9.265,12.77
1/17/2008,9.405,12.71
1/18/2008,9.625,12.64
1/22/2008,9.34,12.395
1/23/2008,9.05,11.895
1/24/2008,9.09,12.305
1/25/2008,9.33,12.43
1/28/2008,9.63,12.5375
1/29/2008,9.44,12.6675
1/30/2008,9.225,12.7575
1/31/2008,9.295,12.745
2/1/2008,9.43,12.8725
2/4/2008,9.73,13.26
2/5/2008,10.03,13.23
2/6/2008,10.33,13.185
2/7/2008,10.63,13.315
2/8/2008,10.93,13.39
2/11/2008,10.48,13.26
2/12/2008,10.07,13.21
2/13/2008,9.915,13.285
2/14/2008,10.32,13.68
2/15/2008,10.275,13.7375
2/19/2008,10.36,13.985
2/20/2008,10.2,13.9775
2/21/2008,10.295,14.0575
2/22/2008,10.495,14.2
2/25/2008,11.095,14.52
2/26/2008,12.025,14.7025
2/27/2008,12.68,14.655
2/28/2008,11.666,15.069
2/29/2008,10.834,15.336
3/3/2008,11.025,15.595
3/4/2008,11.6,15.085
3/5/2008,11.05,14.5875
3/6/2008,11.25,14.0875
3/7/2008,11.05,14.065
3/10/2008,11.63,14.0775
3/11/2008,12.23,13.95
3/12/2008,12.825,14.0275
3/13/2008,12.44,13.5275
3/14/2008,11.915,13.0275
3/17/2008,11.315,13.07
3/18/2008,11.64,12.57
3/19/2008,10.74,12.07
3/20/2008,9.875,12.57
3/24/2008,10.2,13.07
3/25/2008,10.675,13.52
3/26/2008,10.33,13.2725
3/27/2008,10.14,12.6725
3/28/2008,9.89,11.9725
3/31/2008,9.29,12.11
4/1/2008,8.95,12.43
4/2/2008,9.365,12.57
4/3/2008,9.37,12.77
4/4/2008,9.7425,12.55
4/7/2008,9.2125,12.515
4/8/2008,9.34,13.13
4/9/2008,9.34,13.56
4/10/2008,9.23,13.325
4/11/2008,8.965,13.725
4/14/2008,8.96,13.8
4/15/2008,8.9575,13.4475
4/16/2008,9.245,13.505
4/17/2008,9.13,13.615
4/18/2008,8.7,13.155
4/21/2008,8.4575,13.7475
4/22/2008,8.5175,13.72
4/23/2008,8.1775,13.4875
4/24/2008,8.0925,13.28
4/25/2008,8.035,12.891
4/28/2008,8.32,12.879
4/29/2008,8.027,13.1155
4/30/2008,7.9825,13.045
5/1/2008,8.395,12.86
5/2/2008,8.09,12.77
5/5/2008,8.055,13.09
5/6/2008,8.18,13.1
5/7/2008,8.075,13.58
5/8/2008,8.22,13.425
5/9/2008,8.045,13.795
5/12/2008,8.055,13.795
5/13/2008,7.9575,13.475
5/14/2008,7.64,13.78
5/15/2008,7.715,13.33
5/16/2008,7.755,13.315
5/19/2008,7.91,13.49
5/20/2008,7.84,13.2475
5/21/2008,7.78,13.68
5/22/2008,7.45,13.4775
5/23/2008,7.525,13.7275
5/27/2008,7.59,13.2275
5/28/2008,7.59,13.635
5/29/2008,7.435,13.655
5/30/2008,7.615,13.595
6/2/2008,7.825,13.89
6/3/2008,7.505,14.52
6/4/2008,7.53,14.575
6/5/2008,7.855,14.52
6/6/2008,8.11,14.465
6/9/2008,7.885,15.165
6/10/2008,8.09,15.365
6/11/2008,8.69,15.6
6/12/2008,8.51,15.34
6/13/2008,8.82,15.58
6/16/2008,8.765,15.56
6/17/2008,8.9825,15.455
6/18/2008,9.04,15.325
6/19/2008,8.81,15.15
6/20/2008,8.665,15.01
6/23/2008,8.6625,15.38
6/24/2008,8.7,15.7425
6/25/2008,9.0545,15.8
6/26/2008,9.315,15.994
6/27/2008,9.054,16.23
6/30/2008,8.557,16.395
7/1/2008,8.6475,16.49
7/2/2008,8.8025,15.79
7/3/2008,8.875,15.49
7/7/2008,8.36,15.72
7/8/2008,8.365,16.005
7/9/2008,8.2575,16.155
7/10/2008,8.18,15.82
7/11/2008,8.3075,15.42
7/14/2008,8.18,15.73
7/15/2008,8.11,15.21
7/16/2008,8.34,14.7
7/17/2008,8.095,14.095
7/18/2008,8.04,14.1675
7/21/2008,7.91,13.9425
7/22/2008,7.9675,13.85
7/23/2008,7.8325,13.9875
7/24/2008,7.8775,13.9945
7/25/2008,8.11,13.8505
7/28/2008,7.9775,13.949
7/29/2008,7.92,13.9455
7/30/2008,7.8775,13.555
7/31/2008,7.8375,12.855
8/1/2008,7.94,12.59
8/4/2008,7.5875,12.135
8/5/2008,7.8,12.345
8/6/2008,7.6575,11.77
8/7/2008,8.2225,11.895
8/8/2008,7.6525,12.075
8/11/2008,7.9375,12.775
8/12/2008,7.9025,12.6525
8/13/2008,8.5025,12.115
8/14/2008,8.645,12.79
8/15/2008,8.2425,12.67
8/18/2008,8.5975,12.9375
8/19/2008,8.4525,13.41
8/20/2008,8.7475,13.21
8/21/2008,8.9725,13.3925
8/22/2008,8.655,13.389
8/25/2008,8.4025,13.48
8/26/2008,8.353,13.274
8/27/2008,8.1195,13.256
8/28/2008,8.022,12.985
8/29/2008,7.9685,12.515
9/2/2008,7.6675,12.35
9/3/2008,7.7475,11.77
9/4/2008,7.77,11.92
9/5/2008,7.515,12.01
9/8/2008,7.4375,11.78
9/9/2008,7.305,11.76
9/10/2008,7.2575,12.02
9/11/2008,7.2625,11.79
9/12/2008,7.1925,11.24
9/15/2008,7.27,11.39
9/16/2008,6.9,11.16
9/17/2008,7.2575,11.435
9/18/2008,6.9275,12.05
9/19/2008,7.18,11.87
9/22/2008,7.3775,11.87
9/23/2008,7.505,11.83
9/24/2008,7.3025,11.64
9/25/2008,7.3625,10.94
9/26/2008,7.16,10.45
9/29/2008,6.68,10.53
9/30/2008,6.8,10.04
10/1/2008,6.6975,9.92
10/2/2008,6.36,9.22
10/3/2008,6.4025,9.26
10/6/2008,5.9525,9.64
10/7/2008,6.0325,9.8
10/8/2008,6.08,9.1
10/9/2008,6.0475,9.28
10/10/2008,5.635,8.96
10/13/2008,5.885,8.58
10/14/2008,5.73,8.67
10/15/2008,5.5575,8.94
10/16/2008,5.5525,9.29
10/17/2008,5.6625,9.08
10/20/2008,5.635,8.59
10/21/2008,5.49,8.845
10/22/2008,5.1775,8.6375
10/23/2008,5.23,8.93
10/24/2008,5.1625,8.806
10/27/2008,5.295,9.4115
10/28/2008,5.14,9.394
10/29/2008,5.6125,9.3145
10/30/2008,5.38,9.375
10/31/2008,5.3625,9.59
11/3/2008,5.62,9.04
11/4/2008,5.725,9.06
11/5/2008,5.3725,9.21
11/6/2008,5.225,9.48
11/7/2008,5.21,9.16
11/10/2008,5.2,8.95
11/11/2008,5.2325,8.94
11/12/2008,5.33,8.96
11/13/2008,5.3825,9.065
11/14/2008,5.5425,9.02
11/17/2008,5.3375,8.97
11/18/2008,5.2975,8.56
11/19/2008,5.27,8.4
11/20/2008,5.1175,8.84
11/21/2008,4.99,8.83
11/24/2008,5.4135,8.86
11/25/2008,5.415,8.83
11/26/2008,5.466,8.46
11/28/2008,5.575,8.27
12/1/2008,5.28,8.3
12/2/2008,5.285,8.11
12/3/2008,5.1975,7.835
12/4/2008,4.86,8.205
12/5/2008,4.755,8.13
12/8/2008,4.905,8.295
12/9/2008,4.895,8.565
12/10/2008,5.095,8.54
12/11/2008,5.075,8.46
12/12/2008,5.13,8.585
12/15/2008,5.2,8.64
12/16/2008,5.44,8.695
12/17/2008,5.575,8.6825
12/18/2008,5.715,8.865
12/19/2008,5.6325,9.01
12/22/2008,5.69,9.1575
12/23/2008,5.7525,9.527
12/24/2008,5.8225,9.413
12/26/2008,5.9925,9.501
12/29/2008,5.92,9.7845
12/30/2008,6.0475,9.77
12/31/2008,6.1075,9.87
1/2/2009,6.11,10.16
1/5/2009,6.1675,9.9
1/6/2009,6.435,9.895
1/7/2009,6.1325,10.36
1/8/2009,6.125,9.66
1/9/2009,6.295,9.715
1/12/2009,5.695,9.715
1/13/2009,5.7075,9.945
1/14/2009,5.7425,10.2
1/15/2009,5.6875,9.92
1/16/2009,5.7825,10.205
1/20/2009,5.5,10.12
1/21/2009,5.7175,10.09
1/22/2009,5.6675,10.09
1/23/2009,5.8275,9.76
1/26/2009,5.925,9.825
1/27/2009,5.8475,9.705
1/28/2009,5.9525,9.8
1/29/2009,5.78,9.595
1/30/2009,5.68,9.46
2/2/2009,5.6375,9.495
2/3/2009,5.525,9.8
2/4/2009,5.4225,10.01
2/5/2009,5.6175,10.02
2/6/2009,5.57,9.94
2/9/2009,5.65,9.78
2/10/2009,5.56,9.685
2/11/2009,5.4325,9.555
2/12/2009,5.3875,9.03
2/13/2009,5.355,8.875
2/17/2009,5.155,8.845
2/18/2009,5.1075,8.625
2/19/2009,5.195,8.7275
2/20/2009,5.1925,8.815
2/23/2009,5.105,8.788
2/24/2009,5.1745,8.688
2/25/2009,5.2915,8.725
2/26/2009,5.206,8.44
2/27/2009,5.193,8.535
3/2/2009,5.06,8.685
3/3/2009,5.0175,8.52
3/4/2009,5.23,8.67
3/5/2009,5.15,8.65
3/6/2009,5.27,8.77
3/9/2009,5.2325,8.62
3/10/2009,5.3275,8.82
3/11/2009,5.0825,8.765
3/12/2009,5.25,9.11
3/13/2009,5.1825,9.13
3/16/2009,5.4425,9.15
3/17/2009,5.525,9.405
3/18/2009,5.3,9.52
3/19/2009,5.5525,9.555
3/20/2009,5.5025,9.67
3/23/2009,5.4925,9.51
3/24/2009,5.35,9.44
3/25/2009,5.08,9.17
3/26/2009,5.145,9.045
3/27/2009,5.0725,9.52
3/30/2009,5.125,9.52
3/31/2009,5.3275,9.77
4/1/2009,5.255,9.955
4/2/2009,5.505,9.94
4/3/2009,5.635,9.895
4/6/2009,5.57,10.06
4/7/2009,5.3975,10.07
4/8/2009,5.32,10.215
4/9/2009,5.22,10.36
4/13/2009,5.2325,10.35
4/14/2009,5.2225,10.585
4/15/2009,5.1525,10.51
4/16/2009,5.2475,10.185
4/17/2009,5.23,10.38
4/20/2009,5.045,10.46
4/21/2009,5.095,10.3775
4/22/2009,5.1675,10.4025
4/23/2009,5.2925,10.032
4/24/2009,5.3225,9.869
4/27/2009,5.103,10.286
4/28/2009,5.151,10.58
4/29/2009,5.275,10.91
4/30/2009,5.3405,11.035
5/1/2009,5.7,11.01
5/4/2009,5.51,11.18
5/5/2009,5.535,11.02
5/6/2009,5.5875,11.115
5/7/2009,5.7025,11.16
5/8/2009,5.91,11.175
5/11/2009,5.9075,11.28
5/12/2009,5.9275,11.475
5/13/2009,5.8875,11.305
5/14/2009,5.9325,11.465
5/15/2009,5.775,11.62
5/18/2009,5.905,11.69
5/19/2009,5.8875,11.75
5/20/2009,5.9775,11.66
5/21/2009,5.935,11.855
5/22/2009,6.125,11.87
5/26/2009,6.12,11.79
5/27/2009,6.2575,11.84
5/28/2009,6.305,12.185
5/29/2009,6.3725,12.09
6/1/2009,6.745,11.82
6/2/2009,6.695,12.3
6/3/2009,6.175,12.255
6/4/2009,6.3525,12.325
6/5/2009,6.23,12.435
6/8/2009,5.98,12.46
6/9/2009,6.1375,12.67
6/10/2009,5.96,12.455
6/11/2009,5.9475,11.97
6/12/2009,5.8475,12.0125
6/15/2009,5.7525,12.0625
6/16/2009,5.6575,12.1375
6/17/2009,5.66,11.79
6/18/2009,5.6025,11.515
6/19/2009,5.5525,11.79
6/22/2009,5.46,11.85
6/23/2009,5.4675,11.822
6/24/2009,5.3975,11.718
6/25/2009,5.387,11.592
6/26/2009,5.4575,11.4065
6/29/2009,5.4605,11.605
6/30/2009,5.3485,11.54
7/1/2009,5.355,11.185
7/2/2009,5.29,10.535
7/6/2009,5.1925,10.15
7/7/2009,5.125,10.475
7/8/2009,5.1725,10.4475
7/9/2009,5.2225,10.185
7/10/2009,5.1875,10.345
7/13/2009,5.4275,10.205
7/14/2009,5.3,9.76
7/15/2009,5.3475,10.095
7/16/2009,5.3325,10.33
7/17/2009,5.4175,10.145
7/20/2009,5.4225,10.185
7/21/2009,5.3475,10.235
7/22/2009,5.22,10.21
7/23/2009,5.3175,10.2125
7/24/2009,5.1625,10.372
7/27/2009,5.205,10.201
7/28/2009,5.1625,10.687
7/29/2009,5.115,10.62
7/30/2009,5.1625,10.885
7/31/2009,5.2825,10.835
8/3/2009,5.4925,10.88
8/4/2009,5.4225,10.795
8/5/2009,5.2875,10.905
8/6/2009,5.0025,10.675
8/7/2009,4.895,10.975
8/10/2009,4.9425,10.925
8/11/2009,4.8525,10.6525
8/12/2009,4.9025,10.245
8/13/2009,4.815,9.88
8/14/2009,4.8175,9.955
8/17/2009,4.7175,9.97
8/18/2009,4.705,9.9925
8/19/2009,4.66,10.23
8/20/2009,4.69,10.8
8/21/2009,4.6025,10.91
8/24/2009,4.7175,10.717
8/25/2009,4.71,10.6695
8/26/2009,4.8435,10.609
8/27/2009,4.862,10.036
8/28/2009,4.8395,9.555
8/31/2009,4.932,9.51
9/1/2009,4.8725,9.415
9/2/2009,4.8575,9.22
9/3/2009,4.7875,9.365
9/4/2009,4.7175,9.285
9/8/2009,4.59,9.265
9/9/2009,4.5625,9.03
9/10/2009,4.5875,9.09
9/11/2009,4.6725,9.6
9/14/2009,4.54,9.505
9/15/2009,4.705,9.53
9/16/2009,4.6725,9.41
9/17/2009,4.6175,9.135
9/18/2009,4.5725,9.22
9/21/2009,4.56,9.205
9/22/2009,4.5575,9.195
9/23/2009,4.6,9.26
9/24/2009,4.73,9.195
9/25/2009,4.4975,9.17
9/28/2009,4.5575,9.27
9/29/2009,4.475,9.18
9/30/2009,4.575,8.85
10/1/2009,4.5275,8.85
10/2/2009,4.4125,9.1
10/5/2009,4.4275,9.12
10/6/2009,4.6025,9.36
10/7/2009,4.6325,9.64
10/8/2009,4.74,9.99
10/9/2009,4.68,9.93
10/12/2009,4.9425,9.94
10/13/2009,5.1125,9.83
10/14/2009,5.13,9.775
10/15/2009,5.05,9.9625
10/16/2009,4.9875,9.825
10/19/2009,5.1775,10.085
10/20/2009,5.175,10.055
10/21/2009,5.425,10.06
10/22/2009,5.5175,9.865
10/23/2009,5.4775,9.741
10/26/2009,5.27,9.693
10/27/2009,5.0325,9.864
10/28/2009,4.9475,9.768
10/29/2009,5.0375,9.98
10/30/2009,4.9425,10.105
11/2/2009,5.1675,9.99
11/3/2009,5.1575,9.72
11/4/2009,5.21,9.55
11/5/2009,5.1225,9.72
11/6/2009,4.9725,9.68
11/9/2009,5.2,9.72
11/10/2009,5.23,9.9
11/11/2009,5.3175,9.87
11/12/2009,5.3175,10.1
11/13/2009,5.39,10.295
11/16/2009,5.6225,10.27
11/17/2009,5.7475,10.39
11/18/2009,5.6625,10.46
11/19/2009,5.625,10.42
11/20/2009,5.5975,10.46
11/23/2009,5.5725,10.545
11/24/2009,5.371,10.53
11/25/2009,5.5875,10.605
11/27/2009,5.6135,10.595
11/30/2009,5.845,10.34
12/1/2009,5.84,10.47
12/2/2009,5.76,10.43
12/3/2009,5.715,10.53
12/4/2009,5.58,10.44
12/7/2009,5.48,10.285
12/8/2009,5.3975,10.27
12/9/2009,5.3525,10.35
12/10/2009,5.37,10.55
12/11/2009,5.375,10.55
12/14/2009,5.435,10.595
12/15/2009,5.3675,10.22
12/16/2009,5.3725,10.12
12/17/2009,5.185,10.01
12/18/2009,5.28,9.91
12/21/2009,5.195,10.0125
12/22/2009,5.23,9.995
12/23/2009,5.29,10.308
12/24/2009,5.245,10.416
12/28/2009,5.5075,10.412
12/29/2009,5.41,10.4675
12/30/2009,5.4475,10.58
12/31/2009,5.415,10.61
1/4/2010,5.5775,10.59
1/5/2010,5.53,10.26
1/6/2010,5.6725,10.22
1/7/2010,5.5775,10.105
1/8/2010,5.685,9.78
1/11/2010,5.725,9.925
1/12/2010,5.3575,9.84
1/13/2010,5.37,9.74
1/14/2010,5.2775,9.635
1/15/2010,5.1,9.5
1/19/2010,5.005,9.54
1/20/2010,4.975,9.515
1/21/2010,4.995,9.405
1/22/2010,4.985,9.475
1/25/2010,4.9825,9.29
1/26/2010,4.94,9.3175
1/27/2010,4.8375,9.14
1/28/2010,4.87,9.0975
1/29/2010,4.74,9.255
2/1/2010,4.7475,9.08
2/2/2010,4.8725,9.14
2/3/2010,4.69,9.135
2/4/2010,4.7575,9.295
2/5/2010,4.7325,9.245
2/8/2010,4.84,9.375
2/9/2010,4.8225,9.43
2/10/2010,4.9675,9.45
2/11/2010,4.935,9.655
2/12/2010,4.865,9.515
2/16/2010,5.05,9.48
2/17/2010,4.9475,9.45
2/18/2010,4.85,9.615
2/19/2010,4.8975,9.539
2/22/2010,5.0125,9.585
2/23/2010,4.9455,9.466
2/24/2010,5.0565,9.59
2/25/2010,4.9815,9.625
2/26/2010,5.167,9.635
3/1/2010,5.045,9.635
3/2/2010,5.045,9.42
3/3/2010,5.1575,9.4275
3/4/2010,5.0225,9.48
3/5/2010,4.935,9.475
3/8/2010,4.95,9.58
3/9/2010,4.895,9.305
3/10/2010,4.815,9.255
3/11/2010,4.7875,9.3
3/12/2010,4.8525,9.45
3/15/2010,4.7925,9.59
3/16/2010,4.87,9.595
3/17/2010,4.96,9.6175
3/18/2010,4.8925,9.685
3/19/2010,4.8375,9.68
3/22/2010,4.865,9.6
3/23/2010,4.7675,9.425
3/24/2010,4.76,9.52
3/25/2010,4.665,9.675
3/26/2010,4.6475,9.74
3/29/2010,4.6475,9.41
3/30/2010,4.72,9.42
3/31/2010,4.505,9.36
4/1/2010,4.5475,9.445
4/5/2010,4.535,9.525
4/6/2010,4.635,9.465
4/7/2010,4.7525,9.5225
4/8/2010,4.6925,9.6
4/9/2010,4.6575,9.68
4/12/2010,4.6775,9.69
4/13/2010,4.76,9.84
4/14/2010,4.7475,9.8525
4/15/2010,4.8025,9.7675
4/16/2010,4.905,9.84
4/19/2010,4.6775,9.955
4/20/2010,4.86,10.0425
4/21/2010,4.8725,10
4/22/2010,4.985,9.9875
4/23/2010,4.9325,9.848
4/26/2010,4.76,9.8705
4/27/2010,4.807,9.919
4/28/2010,4.8095,9.971
4/29/2010,4.911,9.865
4/30/2010,5.0075,9.87
5/3/2010,5.0175,9.78
5/4/2010,5.1075,9.54
5/5/2010,5.12,9.6
5/6/2010,5.0825,9.61
5/7/2010,5.105,9.66
5/10/2010,4.9275,9.655
5/11/2010,4.9325,9.645
5/12/2010,4.915,9.535
5/13/2010,4.79,9.41
5/14/2010,4.715,9.395
5/17/2010,4.69,9.385
5/18/2010,4.6775,9.44
5/19/2010,4.6925,9.41
5/20/2010,4.6975,9.405
5/21/2010,4.72,9.305
5/24/2010,4.675,9.38
5/25/2010,4.605,9.5175
5/26/2010,4.6175,9.3775
5/27/2010,4.6775,9.32
5/28/2010,4.5775,9.325
6/1/2010,4.5075,9.55
6/2/2010,4.425,9.35
6/3/2010,4.4175,9.35
6/4/2010,4.3575,9.31
6/7/2010,4.3225,9.435
6/8/2010,4.3225,9.35
6/9/2010,4.28,9.4625
6/10/2010,4.3325,9.515
6/11/2010,4.4075,9.495
6/14/2010,4.515,9.5775
6/15/2010,4.5175,9.52
6/16/2010,4.6125,9.61
6/17/2010,4.6275,9.6325
6/18/2010,4.6175,9.655
6/21/2010,4.62,9.58
6/22/2010,4.6075,9.555
6/23/2010,4.6225,9.538
6/24/2010,4.63,9.492
6/25/2010,4.592,9.378
6/28/2010,4.557,9.345
6/29/2010,4.51,9.37
6/30/2010,4.7715,9.445
7/1/2010,4.9975,9.405
7/2/2010,5.03,9.6775
7/6/2010,5.075,9.83
7/7/2010,5.305,9.9325
7/8/2010,5.485,9.9775
7/9/2010,5.38,9.95
7/12/2010,5.3575,9.975
7/13/2010,5.4925,10.19
7/14/2010,5.59,10.195
7/15/2010,5.9625,10.08
7/16/2010,5.8725,10.1175
7/19/2010,5.8225,10.1525
7/20/2010,5.77,10.16
7/21/2010,5.8825,10.17
7/22/2010,5.965,9.9825
7/23/2010,5.9625,9.93
7/26/2010,5.895,10.003
7/27/2010,5.95,10.0635
7/28/2010,6.155,10.201
7/29/2010,6.275,10.1925
